,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Valentin Gomez Farias,MX,28.2167,-106.5833,14.86,14,78,2.63,broken clouds
450,Ambon,ID,-3.6954,128.1814,30.08,70,40,3.09,scattered clouds
451,Khani,GE,41.9563,42.9566,5.76,67,91,1.46,overcast clouds
452,Nioro,GM,13.35,-15.75,23.02,40,71,2.33,broken clouds
453,Gamba,GA,-2.65,10.0,25.41,90,100,1.58,overcast clouds
454,Terrace,CA,54.5163,-128.6035,0.43,73,100,1.08,overcast clouds
455,Caravelas,BR,-17.7125,-39.2481,24.05,93,99,2.14,overcast clouds
456,Shakawe,BW,-18.3667,21.85,24.5,57,3,1.53,clear sky
457,Chimbote,PE,-9.0853,-78.5783,18.27,92,94,2.65,overcast clouds
458,Te Anau,NZ,-45.4167,167.7167,11.61,84,30,2.49,scattered clouds
459,Smolenka,RU,52.1352,113.4974,7.04,31,20,8.0,few clouds
460,Machaneng,BW,-23.1862,27.4886,24.78,52,1,2.66,clear sky
461,Conner,PH,17.7964,121.3275,29.14,66,59,3.52,broken clouds
462,Alofi,NU,-19.0595,-169.9187,27.59,74,17,5.84,few clouds
463,Chumikan,RU,54.7183,135.315,3.22,82,63,2.89,broken clouds
464,Ibotirama,BR,-12.1853,-43.2206,23.8,69,83,0.78,broken clouds
465,Adrian,US,41.8975,-84.0372,8.09,57,40,5.66,scattered clouds
466,Miles City,US,46.4083,-105.8406,-6.46,73,100,4.12,overcast clouds
467,Cayenne,GF,4.9333,-52.3333,26.72,1,75,3.58,broken clouds
468,Urumqi,CN,43.801,87.6005,9.53,11,0,6.0,clear sky
469,Cap Malheureux,MU,-19.9842,57.6142,28.59,70,2,4.47,clear sky
470,Xiaoshi,CN,41.2971,124.1209,13.96,20,0,4.49,clear sky
471,Beringovskiy,RU,63.05,179.3167,-0.11,99,100,7.64,snow
472,Araguaina,BR,-7.1911,-48.2072,22.04,96,47,1.15,scattered clouds
473,Guarapari,BR,-20.6667,-40.4975,23.27,94,99,6.63,overcast clouds
474,Rundu,NA,-17.9333,19.7667,22.85,64,1,1.66,clear sky
475,Ambilobe,MG,-13.2,49.05,30.74,61,6,2.43,clear sky
476,Luderitz,NA,-26.6481,15.1594,16.28,62,99,11.05,overcast clouds
477,Bemidji,US,47.4736,-94.8803,-8.95,85,75,6.69,broken clouds
478,Muyezerskiy,RU,63.9333,31.65,-0.51,91,100,5.56,light snow
479,Walvis Bay,NA,-22.9575,14.5053,13.94,79,0,1.64,clear sky
480,Nantucket,US,41.2835,-70.0995,8.08,88,40,7.2,scattered clouds
481,Bridlington,GB,54.0831,-0.1919,11.12,93,97,3.71,overcast clouds
482,Bartlesville,US,36.7473,-95.9808,12.84,50,100,1.34,overcast clouds
483,Mugumu,TZ,-1.85,34.7,24.96,45,100,4.36,overcast clouds
484,Berezovka,BY,53.7214,25.4993,10.4,73,100,2.24,overcast clouds
485,Ravar,IR,31.2656,56.8055,30.5,14,84,4.31,broken clouds
486,Namatanai,PG,-3.6667,152.4333,28.68,72,15,3.43,few clouds
487,Makokou,GA,0.5738,12.8642,21.02,94,100,0.8,overcast clouds
488,Kamina,CD,-8.7386,24.9906,21.92,84,100,1.17,light rain
489,Aripuana,BR,-9.1667,-60.6333,22.21,99,100,0.86,overcast clouds
490,Hirtshals,DK,57.5881,9.9592,5.61,76,99,7.3,overcast clouds
491,Chara,RU,56.9064,118.2631,-0.77,59,97,5.8,light snow
492,Deori,IN,21.45,82.6167,42.0,10,90,4.09,overcast clouds
493,Yefremov,RU,53.1481,38.0992,7.63,61,94,3.39,overcast clouds
494,Takoradi,GH,4.8845,-1.7554,25.66,88,100,3.22,overcast clouds
495,Boone,US,39.0334,-92.3335,10.44,68,2,4.89,clear sky
496,Lisala,CD,2.15,21.5167,22.47,91,100,0.87,overcast clouds
497,Klaksvik,FO,62.2266,-6.589,8.51,99,100,8.1,light rain
498,Ugoofaaru,MV,5.6667,73.0,29.35,70,0,3.2,clear sky
499,Bandar,ID,2.05,99.75,31.83,60,100,1.31,overcast clouds
500,San Quintin,MX,30.4833,-115.95,14.27,81,7,6.48,clear sky
501,Kasongo-Lunda,CD,-6.4667,16.8167,21.15,99,100,0.38,moderate rain
502,General Roca,AR,-39.0333,-67.5833,15.31,36,0,5.82,clear sky
503,Omsukchan,RU,62.5333,155.8,-8.78,90,100,2.38,overcast clouds
504,Rantepao,ID,-2.9701,119.8978,28.41,56,100,1.26,overcast clouds
505,Junin,AR,-34.5838,-60.9433,8.35,74,0,3.34,clear sky
506,Karratha,AU,-20.7377,116.8463,33.42,50,15,6.85,few clouds
507,Bhag,PK,29.0415,67.8239,40.36,3,0,2.46,clear sky
508,Agua Verde,MX,22.9,-106.05,17.05,74,100,1.92,overcast clouds
509,Camana,PE,-16.6228,-72.7111,18.61,87,61,3.99,broken clouds
510,Bougouni,ML,11.417,-7.479,28.95,43,99,2.53,overcast clouds
511,Nishihara,JP,26.1842,127.7558,26.49,88,75,7.2,mist
512,Praia,CV,14.9215,-23.5087,19.3,77,20,5.14,few clouds
513,Le Port,RE,-20.9373,55.2919,30.0,60,46,2.91,scattered clouds
514,Sonoita,MX,31.85,-112.8333,17.78,11,0,1.33,clear sky
515,Khuzhir,RU,53.1939,107.3397,4.7,64,100,3.82,overcast clouds
516,Bosaso,SO,11.2842,49.1816,33.94,36,100,2.43,overcast clouds
517,Mahebourg,MU,-20.4081,57.7,28.47,74,40,5.66,scattered clouds
518,Ola,RU,59.5833,151.2833,-1.03,71,100,2.71,overcast clouds
519,Boa Vista,BR,2.8197,-60.6733,25.27,76,100,3.85,overcast clouds
520,Manicore,BR,-5.8092,-61.3003,22.76,99,100,0.43,heavy intensity rain
521,Irtyshskiy,RU,58.3333,68.1333,16.43,69,100,4.85,overcast clouds
522,Galesong,ID,-5.3166,119.3661,26.01,69,54,2.21,broken clouds
523,Isla Mujeres,MX,21.2311,-86.731,25.65,83,31,4.76,scattered clouds
524,Saint Anthony,US,45.0205,-93.218,-1.53,78,75,11.32,broken clouds
525,Whitehorse,CA,60.7161,-135.0538,-4.39,90,23,1.42,few clouds
526,Opuwo,NA,-18.0607,13.84,22.45,43,0,1.33,clear sky
527,Vao,NC,-22.6667,167.4833,23.01,91,100,11.11,overcast clouds
528,Wagar,SD,16.1525,36.2032,34.27,30,15,5.43,few clouds
529,Itaobim,BR,-16.5667,-41.8333,21.06,95,75,0.37,broken clouds
530,Vanimo,PG,-2.6741,141.3028,28.56,76,49,2.87,scattered clouds
531,Ouallam,NE,14.3188,2.0866,30.74,39,88,4.82,overcast clouds
532,Roald,NO,62.5833,6.1333,6.18,61,40,5.66,scattered clouds
533,Shigony,RU,53.3875,48.6777,3.89,95,100,6.12,overcast clouds
534,Pemangkat,ID,1.1667,108.9667,30.13,64,89,4.32,overcast clouds
535,Coihaique,CL,-45.5752,-72.0662,9.49,95,100,2.91,overcast clouds
536,Misratah,LY,32.3754,15.0925,19.12,62,100,14.17,overcast clouds
537,Kargil,IN,34.5667,76.1,4.06,47,14,1.09,few clouds
538,Freetown,SL,8.484,-13.2299,23.95,83,77,2.19,broken clouds
539,Pak Chong,TH,14.708,101.4161,38.78,25,67,3.76,broken clouds
540,Dalvik,IS,65.9702,-18.5286,6.04,85,20,7.06,few clouds
541,Santa Rosa,PH,14.3122,121.1114,33.94,61,49,3.2,scattered clouds
542,Qaqortoq,GL,60.7167,-46.0333,-3.91,88,99,2.97,light snow
543,Estreito,BR,-5.7833,-43.25,21.45,99,47,1.45,scattered clouds
544,Areosa,PT,41.7178,-8.8571,12.78,78,1,1.56,clear sky
545,Ponta Delgada,PT,37.7333,-25.6667,16.4,94,40,5.66,scattered clouds
546,Koulikoro,ML,14.0,-7.75,26.14,14,10,3.42,clear sky
547,Rehoboth,NA,-23.3167,17.0833,20.56,42,6,2.63,clear sky
548,Balingasay,PH,16.3573,119.8564,28.69,64,8,6.15,clear sky
549,Alim,PH,9.5649,122.4876,28.69,68,100,3.13,heavy intensity rain
550,The Valley,AI,18.217,-63.0578,25.05,72,24,9.57,few clouds
551,Matara,LK,5.9485,80.5353,30.3,67,97,4.23,overcast clouds
552,Luena,AO,-11.7833,19.9167,19.1,87,100,1.78,light rain
553,Barreirinhas,BR,-2.7469,-42.8264,24.48,92,98,1.83,overcast clouds
554,Palu,ID,-0.8917,119.8707,31.35,64,99,1.9,overcast clouds
555,Romny,UA,50.751,33.4747,10.43,56,78,1.74,broken clouds
556,Jurado,CO,7.1053,-77.7641,24.79,91,100,0.91,light rain
557,Bowen,AU,-20.0167,148.2333,25.85,61,6,8.64,clear sky
558,Nombre De Dios,MX,23.85,-104.2333,12.85,28,93,1.68,overcast clouds
559,Comodoro Rivadavia,AR,-45.8667,-67.5,15.92,51,0,3.09,clear sky
560,Karakol,KG,42.4907,78.3936,12.23,55,5,1.67,clear sky
561,Wencheng,CN,33.0559,113.7978,16.79,40,100,6.58,overcast clouds
562,Belaya Gora,RU,68.5333,146.4167,-9.37,93,100,3.19,light snow
563,Sambava,MG,-14.2667,50.1667,28.22,72,20,5.73,light rain
564,Santa Cruz,BO,-17.8,-63.1667,19.7,64,75,5.66,broken clouds
565,Waipawa,NZ,-41.4122,175.5153,9.44,83,25,2.87,scattered clouds
566,Shitanjing,CN,39.2342,106.3439,11.87,41,66,11.6,broken clouds
567,Mayo,US,38.8876,-76.5119,13.4,64,20,0.45,few clouds
568,Uusikaupunki,FI,60.8004,21.4084,2.99,74,23,5.28,few clouds
569,Juneau,US,58.3019,-134.4197,1.79,73,6,1.91,clear sky
570,Quesnel,CA,52.9999,-122.5029,-3.72,65,100,1.58,overcast clouds
571,Mafinga,TZ,-7.25,35.0667,23.52,63,100,2.28,overcast clouds
572,Avera,US,33.194,-82.5271,13.73,57,0,3.92,clear sky
573,Rafai,CF,4.95,23.9167,24.3,81,99,1.64,overcast clouds
574,Lucapa,AO,-8.4192,20.7447,19.95,94,100,0.41,light rain
575,Yanam,IN,16.7333,82.2167,35.58,46,90,4.98,overcast clouds
576,Umm Lajj,SA,25.0213,37.2685,25.72,51,0,3.6,clear sky
577,Kawalu,ID,-7.3817,108.2082,30.36,62,84,1.55,broken clouds
578,Schiffdorf,DE,53.5333,8.65,7.33,88,100,4.75,overcast clouds
579,College,US,64.8569,-147.8028,0.18,57,20,5.14,few clouds
580,Lekoni,GA,-1.5843,14.2591,22.75,90,100,1.12,light rain
581,Luba,GQ,3.4568,8.5547,27.29,74,100,0.31,overcast clouds
582,Selenduma,RU,50.9131,106.2406,12.77,17,22,1.21,few clouds
583,Savignano Sul Rubicone,IT,44.0953,12.4086,14.25,75,0,2.24,clear sky
584,Fort Nelson,CA,58.8053,-122.7002,-12.01,97,36,1.1,scattered clouds
585,Arrecife,ES,28.963,-13.5477,16.99,82,20,8.75,few clouds
586,Rio Grande,BR,-32.035,-52.0986,9.41,67,100,4.56,overcast clouds
587,Sanming,CN,26.2486,117.6186,22.24,76,100,1.78,overcast clouds
588,Tilichiki,RU,60.4667,166.1,-4.81,90,96,1.6,overcast clouds
589,Rajgarh,IN,28.6333,75.3833,39.69,8,22,3.28,few clouds
590,Bima,ID,-8.4667,118.7167,30.65,71,21,1.21,few clouds
591,Paita,PE,-5.0892,-81.1144,20.26,81,89,5.32,overcast clouds
592,Havre-Saint-Pierre,CA,50.2334,-63.5986,0.23,93,100,3.3,overcast clouds
593,Tivaouane,SN,14.9515,-16.8129,19.19,90,6,4.54,clear sky
594,Starokostyantyniv,UA,49.7576,27.2034,12.81,49,99,4.81,overcast clouds
595,Caborca,MX,30.5838,-111.101,15.54,12,24,0.54,few clouds
596,Saiha,IN,22.4833,92.9667,26.71,59,100,0.27,overcast clouds
597,Mragowo,PL,53.8644,21.3051,10.0,89,100,3.82,overcast clouds
598,Plastun,RU,44.7561,136.2939,7.86,48,43,3.1,scattered clouds
599,Half Moon Bay,US,37.4636,-122.4286,13.89,90,100,3.6,mist
600,Ullapool,GB,57.8987,-5.1604,9.64,89,100,1.14,overcast clouds
601,Lagos,NG,6.5833,3.75,26.99,81,100,1.64,light rain
602,Lethem,GY,3.3803,-59.7968,24.42,84,100,4.26,moderate rain
603,Luganville,VU,-15.5333,167.1667,27.29,79,82,1.93,broken clouds
604,Puerto Baquerizo Moreno,EC,-0.9,-89.6,24.19,88,28,4.73,scattered clouds
605,Ko Samui,TH,9.5357,99.9357,28.89,68,16,1.45,few clouds
606,Chernyshevskiy,RU,63.0128,112.4714,-5.04,72,100,5.45,overcast clouds
607,Bronnoysund,NO,65.4625,12.1997,6.0,56,11,1.03,few clouds
608,Nambucca Heads,AU,-30.65,153.0,22.0,62,6,4.28,clear sky
609,Warwick,US,41.7001,-71.4162,10.4,89,100,2.57,overcast clouds
610,Winnemucca,US,40.973,-117.7357,8.03,49,100,6.69,overcast clouds
611,Shakiso,ET,5.75,38.9167,22.4,63,95,2.38,light rain
612,Zambezi,ZM,-13.5432,23.1047,22.1,72,100,2.38,overcast clouds
613,Idlib,SY,35.9306,36.6339,16.26,29,84,1.37,broken clouds
614,Klamath Falls,US,42.2249,-121.7817,-1.19,77,0,0.89,clear sky
615,Mantua,IT,45.1667,10.7833,14.63,70,46,1.15,scattered clouds
616,Wana,PK,32.2989,69.5725,28.08,6,0,0.88,clear sky
617,Havelock,US,34.8791,-76.9013,19.99,90,20,5.66,few clouds
618,Valdivia,CL,-39.8142,-73.2459,6.05,95,76,0.29,broken clouds
619,Numaligarh,IN,26.6333,93.75,33.12,48,2,4.53,clear sky
620,Laguna De Perlas,NI,12.3429,-83.6712,25.67,79,48,4.39,scattered clouds
621,Harper,LR,4.375,-7.7169,26.07,85,100,2.3,moderate rain
622,Mount Isa,AU,-20.7333,139.5,34.87,17,40,4.63,scattered clouds
623,Wasilla,US,61.5814,-149.4394,2.68,64,0,1.54,clear sky
624,Garowe,SO,8.4054,48.4845,30.05,43,100,2.68,overcast clouds
625,Toba,JP,34.4833,136.85,18.38,89,100,1.34,overcast clouds
626,Lao Cai,VN,22.4833,103.95,34.31,45,68,2.69,broken clouds
627,Pomezia,IT,41.667,12.5052,18.26,62,0,2.57,clear sky
628,Banda,IN,25.4833,80.3333,41.54,8,13,3.35,few clouds
629,Salamanca,ES,40.8333,-6.0,7.22,77,0,2.2,clear sky
630,Abu Kamal,SY,34.4506,40.9171,19.83,16,0,4.76,clear sky
631,Raudeberg,NO,61.9875,5.1352,8.81,61,100,3.84,overcast clouds
632,Canmore,CA,51.0834,-115.3521,-10.66,99,100,1.09,overcast clouds
633,Tete,MZ,-16.1564,33.5867,30.05,66,20,0.0,few clouds
634,Kisaran,ID,2.9845,99.6158,30.81,62,100,3.79,overcast clouds
635,Assiniboia,CA,49.6334,-105.9845,-10.17,95,100,3.92,overcast clouds
636,Sestri Levante,IT,44.2732,9.3968,20.46,63,6,1.73,clear sky
637,Bama,NG,11.5221,13.6856,29.73,49,100,6.93,overcast clouds
638,Port Augusta,AU,-32.5,137.7667,27.27,30,0,6.88,clear sky
639,Barreirinha,BR,-2.7933,-57.07,23.0,99,100,0.47,overcast clouds
640,Harrismith,ZA,-28.2728,29.1295,16.75,53,8,3.83,clear sky
641,Port Pirie,AU,-33.1833,138.0167,24.05,28,3,3.25,clear sky
642,Kortkeros,RU,61.8106,51.5806,2.0,66,97,4.67,overcast clouds
643,Puma,TZ,-5.0,34.7333,20.96,64,100,6.87,overcast clouds
644,Billings,US,45.7833,-108.5007,-7.49,86,100,5.14,mist
645,La Ronge,CA,55.1001,-105.2842,-8.6,84,100,3.69,overcast clouds
646,Rincon,US,32.296,-81.2354,20.48,88,0,0.0,clear sky
647,Tamandare,BR,-8.7597,-35.1047,25.25,84,66,2.88,broken clouds
648,Araouane,ML,18.9048,-3.5265,24.79,17,3,4.04,clear sky
649,Oxford,GB,51.7522,-1.256,10.13,98,100,1.03,overcast clouds
650,Gornopravdinsk,RU,60.05,69.9,7.21,100,100,3.27,overcast clouds
651,Langsa,ID,4.4683,97.9683,32.65,58,100,2.46,overcast clouds
652,Nosy Varika,MG,-20.5833,48.5333,25.95,81,26,1.59,light rain
653,Bahir Dar,ET,11.5936,37.3908,26.05,36,100,1.26,overcast clouds
654,Conroe,US,30.3119,-95.456,19.23,82,71,2.44,broken clouds
655,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,15.1,90,0,2.66,light rain
656,Nangong,CN,37.3581,115.3744,17.84,13,95,4.04,overcast clouds
657,Abiramam,IN,9.4667,78.45,33.75,49,100,2.63,overcast clouds
658,Kadoma,JP,34.7333,135.5833,15.99,78,100,4.38,overcast clouds
659,Deputatskiy,RU,69.3,139.9,-12.1,85,100,0.53,overcast clouds
660,Balad,IQ,34.0164,44.1453,22.82,11,0,7.5,clear sky
661,Novyye Burasy,RU,52.1324,46.0714,7.35,73,98,6.91,overcast clouds
662,Suarez,CO,2.954,-76.6964,19.02,97,100,0.57,overcast clouds
663,Olkhovka,RU,53.2115,60.6069,11.84,61,100,5.89,overcast clouds
664,Palmer,US,42.1584,-72.3287,11.8,63,0,2.06,clear sky
665,Benguela,AO,-12.5763,13.4055,25.91,82,99,0.27,overcast clouds
666,Buala,SB,-8.145,159.5921,26.27,82,100,1.35,light rain
667,North Platte,US,41.1239,-100.7654,-1.05,46,0,6.71,clear sky
668,Kapit,MY,2.0167,112.9333,34.04,48,100,1.83,overcast clouds
669,Chibuto,MZ,-24.6867,33.5306,29.8,57,24,3.38,few clouds
670,Jining,CN,35.405,116.5814,17.81,24,100,5.5,overcast clouds
671,Wuxi,CN,31.5689,120.2886,17.19,50,100,5.43,overcast clouds
672,Noumea,NC,-22.2763,166.4572,24.44,99,100,3.07,overcast clouds
673,Peniche,PT,39.3558,-9.3811,13.95,89,6,4.85,clear sky
674,Jacmel,HT,18.2342,-72.5347,24.91,81,17,1.77,few clouds
